#  template_name  redshift
bc03_template_0.50_gyr.txt  0.360
bc03_template_0.30_gyr.txt  0.361
bc03_template_0.30_gyr.txt  0.344
bc03_template_4.00_gyr.txt  0.372
bc03_template_0.50_gyr.txt  0.370
bc03_template_0.50_gyr.txt  0.399
bc03_template_4.00_gyr.txt  0.407
bc03_template_0.10_gyr.txt  0.358
bc03_template_2.00_gyr.txt  0.409
bc03_template_6.00_gyr.txt  0.431
bc03_template_4.00_gyr.txt  0.465
bc03_template_0.30_gyr.txt  0.384
bc03_template_6.00_gyr.txt  0.371
bc03_template_6.00_gyr.txt  0.388
bc03_template_2.00_gyr.txt  0.320
bc03_template_0.30_gyr.txt  0.397
bc03_template_0.30_gyr.txt  0.331
bc03_template_0.10_gyr.txt  0.429
bc03_template_0.30_gyr.txt  0.364
bc03_template_1.00_gyr.txt  0.418
bc03_template_2.00_gyr.txt  0.388
bc03_template_2.00_gyr.txt  0.369
bc03_template_0.50_gyr.txt  0.387
bc03_template_4.00_gyr.txt  0.403
bc03_template_0.50_gyr.txt  0.396
bc03_template_2.00_gyr.txt  0.420
bc03_template_0.50_gyr.txt  0.403
bc03_template_2.00_gyr.txt  0.335
bc03_template_1.00_gyr.txt  0.401
bc03_template_4.00_gyr.txt  0.378
bc03_template_4.00_gyr.txt  0.345
bc03_template_0.50_gyr.txt  0.318
bc03_template_1.00_gyr.txt  0.413
bc03_template_0.10_gyr.txt  0.395
bc03_template_0.50_gyr.txt  0.368
bc03_template_0.50_gyr.txt  0.362
bc03_template_2.00_gyr.txt  0.391
bc03_template_6.00_gyr.txt  0.408
bc03_template_0.50_gyr.txt  0.378
bc03_template_6.00_gyr.txt  0.390
bc03_template_4.00_gyr.txt  0.352
bc03_template_4.00_gyr.txt  0.394
bc03_template_2.00_gyr.txt  0.428
bc03_template_0.10_gyr.txt  0.407
bc03_template_0.50_gyr.txt  0.339
bc03_template_4.00_gyr.txt  0.426
bc03_template_2.00_gyr.txt  0.369
bc03_template_4.00_gyr.txt  0.376
bc03_template_0.10_gyr.txt  0.363
bc03_template_0.30_gyr.txt  0.361
bc03_template_2.00_gyr.txt  0.422
bc03_template_0.10_gyr.txt  0.360
bc03_template_4.00_gyr.txt  0.355
bc03_template_0.10_gyr.txt  0.353
bc03_template_2.00_gyr.txt  0.422
bc03_template_4.00_gyr.txt  0.419
bc03_template_2.00_gyr.txt  0.369
bc03_template_2.00_gyr.txt  0.347
bc03_template_2.00_gyr.txt  0.338
bc03_template_0.30_gyr.txt  0.365
bc03_template_6.00_gyr.txt  0.386
bc03_template_0.50_gyr.txt  0.387
bc03_template_0.10_gyr.txt  0.386
bc03_template_4.00_gyr.txt  0.366
bc03_template_4.00_gyr.txt  0.330
bc03_template_1.00_gyr.txt  0.407
bc03_template_0.10_gyr.txt  0.381
bc03_template_1.00_gyr.txt  0.372
bc03_template_0.10_gyr.txt  0.346
bc03_template_0.30_gyr.txt  0.342
bc03_template_1.00_gyr.txt  0.389
bc03_template_0.10_gyr.txt  0.387
bc03_template_4.00_gyr.txt  0.373
bc03_template_6.00_gyr.txt  0.305
bc03_template_2.00_gyr.txt  0.395
bc03_template_1.00_gyr.txt  0.386
bc03_template_2.00_gyr.txt  0.390
bc03_template_4.00_gyr.txt  0.411
bc03_template_2.00_gyr.txt  0.425
bc03_template_4.00_gyr.txt  0.352
bc03_template_0.30_gyr.txt  0.374
bc03_template_1.00_gyr.txt  0.413
bc03_template_0.10_gyr.txt  0.375
bc03_template_0.50_gyr.txt  0.442
bc03_template_0.10_gyr.txt  0.418
bc03_template_0.30_gyr.txt  0.346
bc03_template_0.10_gyr.txt  0.360
bc03_template_0.30_gyr.txt  0.379
bc03_template_2.00_gyr.txt  0.436
bc03_template_1.00_gyr.txt  0.394
bc03_template_0.50_gyr.txt  0.412
bc03_template_4.00_gyr.txt  0.399
bc03_template_1.00_gyr.txt  0.384
bc03_template_1.00_gyr.txt  0.397
bc03_template_0.10_gyr.txt  0.400
bc03_template_4.00_gyr.txt  0.359
bc03_template_0.10_gyr.txt  0.400
bc03_template_4.00_gyr.txt  0.352
bc03_template_0.10_gyr.txt  0.383
bc03_template_0.10_gyr.txt  0.392
bc03_template_1.00_gyr.txt  0.393
bc03_template_1.00_gyr.txt  0.363
bc03_template_2.00_gyr.txt  0.380
bc03_template_4.00_gyr.txt  0.396
bc03_template_0.10_gyr.txt  0.413
bc03_template_1.00_gyr.txt  0.367
bc03_template_0.10_gyr.txt  0.428
bc03_template_0.30_gyr.txt  0.412
bc03_template_1.00_gyr.txt  0.458
bc03_template_6.00_gyr.txt  0.407
bc03_template_6.00_gyr.txt  0.359
bc03_template_2.00_gyr.txt  0.385
bc03_template_0.10_gyr.txt  0.407
bc03_template_4.00_gyr.txt  0.381
bc03_template_4.00_gyr.txt  0.384
bc03_template_0.10_gyr.txt  0.336
bc03_template_2.00_gyr.txt  0.389
bc03_template_4.00_gyr.txt  0.400
bc03_template_1.00_gyr.txt  0.401
bc03_template_1.00_gyr.txt  0.433
bc03_template_2.00_gyr.txt  0.364
bc03_template_0.50_gyr.txt  0.340
bc03_template_4.00_gyr.txt  0.409
bc03_template_0.10_gyr.txt  0.388
bc03_template_4.00_gyr.txt  0.385
bc03_template_1.00_gyr.txt  0.374
bc03_template_0.50_gyr.txt  0.393
bc03_template_0.50_gyr.txt  0.372
bc03_template_2.00_gyr.txt  0.373
bc03_template_0.10_gyr.txt  0.437
bc03_template_0.10_gyr.txt  0.427
bc03_template_0.30_gyr.txt  0.335
bc03_template_1.00_gyr.txt  0.398
bc03_template_4.00_gyr.txt  0.396
bc03_template_0.10_gyr.txt  0.375
bc03_template_0.50_gyr.txt  0.440
bc03_template_1.00_gyr.txt  0.393
bc03_template_2.00_gyr.txt  0.396
bc03_template_0.10_gyr.txt  0.369
bc03_template_0.50_gyr.txt  0.400
bc03_template_0.50_gyr.txt  0.408
bc03_template_4.00_gyr.txt  0.401
bc03_template_0.50_gyr.txt  0.322
bc03_template_0.50_gyr.txt  0.435
bc03_template_0.50_gyr.txt  0.389
bc03_template_4.00_gyr.txt  0.402
bc03_template_6.00_gyr.txt  0.405
bc03_template_0.10_gyr.txt  0.381
bc03_template_4.00_gyr.txt  0.403
bc03_template_4.00_gyr.txt  0.407
bc03_template_0.30_gyr.txt  0.388
bc03_template_0.10_gyr.txt  0.323
bc03_template_0.10_gyr.txt  0.447
bc03_template_2.00_gyr.txt  0.390
bc03_template_0.50_gyr.txt  0.373
bc03_template_0.50_gyr.txt  0.381
bc03_template_2.00_gyr.txt  0.386
bc03_template_0.50_gyr.txt  0.413
bc03_template_0.30_gyr.txt  0.355
bc03_template_0.10_gyr.txt  0.422
bc03_template_0.50_gyr.txt  0.392
bc03_template_2.00_gyr.txt  0.387
bc03_template_6.00_gyr.txt  0.371
bc03_template_6.00_gyr.txt  0.355
bc03_template_1.00_gyr.txt  0.400
bc03_template_0.30_gyr.txt  0.384
bc03_template_0.50_gyr.txt  0.460
bc03_template_0.50_gyr.txt  0.452
bc03_template_2.00_gyr.txt  0.391
bc03_template_0.30_gyr.txt  0.365
bc03_template_0.10_gyr.txt  0.414
bc03_template_0.50_gyr.txt  0.394
bc03_template_4.00_gyr.txt  0.368
bc03_template_0.50_gyr.txt  0.328
bc03_template_0.10_gyr.txt  0.454
bc03_template_2.00_gyr.txt  0.384
bc03_template_1.00_gyr.txt  0.382
bc03_template_2.00_gyr.txt  0.434
bc03_template_0.30_gyr.txt  0.367
bc03_template_0.30_gyr.txt  0.368
bc03_template_0.30_gyr.txt  0.431
bc03_template_0.10_gyr.txt  0.390
bc03_template_4.00_gyr.txt  0.383
bc03_template_1.00_gyr.txt  0.408
bc03_template_0.30_gyr.txt  0.397
bc03_template_1.00_gyr.txt  0.419
bc03_template_2.00_gyr.txt  0.398
bc03_template_6.00_gyr.txt  0.377
bc03_template_0.30_gyr.txt  0.350
bc03_template_0.30_gyr.txt  0.379
bc03_template_0.50_gyr.txt  0.451
bc03_template_2.00_gyr.txt  0.387
bc03_template_1.00_gyr.txt  0.387
bc03_template_2.00_gyr.txt  0.405
bc03_template_1.00_gyr.txt  0.422
bc03_template_0.30_gyr.txt  0.433
bc03_template_2.00_gyr.txt  0.397
bc03_template_2.00_gyr.txt  0.369
bc03_template_1.00_gyr.txt  0.423
bc03_template_0.50_gyr.txt  0.397
bc03_template_1.00_gyr.txt  0.363
bc03_template_0.50_gyr.txt  0.383
bc03_template_0.50_gyr.txt  0.465
bc03_template_4.00_gyr.txt  0.365
bc03_template_4.00_gyr.txt  0.396
bc03_template_0.10_gyr.txt  0.396
bc03_template_4.00_gyr.txt  0.405
bc03_template_4.00_gyr.txt  0.400
bc03_template_4.00_gyr.txt  0.436
bc03_template_2.00_gyr.txt  0.384
bc03_template_4.00_gyr.txt  0.361
bc03_template_0.30_gyr.txt  0.421
bc03_template_0.10_gyr.txt  0.412
bc03_template_1.00_gyr.txt  0.432
bc03_template_6.00_gyr.txt  0.402
bc03_template_1.00_gyr.txt  0.380
bc03_template_6.00_gyr.txt  0.423
bc03_template_2.00_gyr.txt  0.445
bc03_template_2.00_gyr.txt  0.398
bc03_template_1.00_gyr.txt  0.407
bc03_template_0.50_gyr.txt  0.446
bc03_template_0.50_gyr.txt  0.382
bc03_template_0.30_gyr.txt  0.372
bc03_template_4.00_gyr.txt  0.351
bc03_template_6.00_gyr.txt  0.394
bc03_template_0.10_gyr.txt  0.446
bc03_template_0.50_gyr.txt  0.422
bc03_template_0.50_gyr.txt  0.366
bc03_template_6.00_gyr.txt  0.391
bc03_template_2.00_gyr.txt  0.427
bc03_template_0.10_gyr.txt  0.398
bc03_template_0.50_gyr.txt  0.346
bc03_template_4.00_gyr.txt  0.376
bc03_template_4.00_gyr.txt  0.458
bc03_template_4.00_gyr.txt  0.414
bc03_template_0.10_gyr.txt  0.344
bc03_template_1.00_gyr.txt  0.411
bc03_template_4.00_gyr.txt  0.366
bc03_template_0.30_gyr.txt  0.382
bc03_template_6.00_gyr.txt  0.429
bc03_template_2.00_gyr.txt  0.423
bc03_template_0.10_gyr.txt  0.466
bc03_template_1.00_gyr.txt  0.374
bc03_template_0.30_gyr.txt  0.404
bc03_template_0.50_gyr.txt  0.443
bc03_template_1.00_gyr.txt  0.418
bc03_template_0.50_gyr.txt  0.370
bc03_template_0.10_gyr.txt  0.375
bc03_template_1.00_gyr.txt  0.380
bc03_template_4.00_gyr.txt  0.435
bc03_template_0.50_gyr.txt  0.409
bc03_template_1.00_gyr.txt  0.355
bc03_template_0.50_gyr.txt  0.431
bc03_template_0.50_gyr.txt  0.396
bc03_template_2.00_gyr.txt  0.427
bc03_template_4.00_gyr.txt  0.430
bc03_template_4.00_gyr.txt  0.396
bc03_template_6.00_gyr.txt  0.399
bc03_template_1.00_gyr.txt  0.407
bc03_template_4.00_gyr.txt  0.405
bc03_template_2.00_gyr.txt  0.375
bc03_template_4.00_gyr.txt  0.400
bc03_template_0.50_gyr.txt  0.388
bc03_template_0.50_gyr.txt  0.363
bc03_template_4.00_gyr.txt  0.404
bc03_template_6.00_gyr.txt  0.412
bc03_template_0.10_gyr.txt  0.390
bc03_template_0.30_gyr.txt  0.418
bc03_template_0.50_gyr.txt  0.420
bc03_template_4.00_gyr.txt  0.438
bc03_template_2.00_gyr.txt  0.393
bc03_template_4.00_gyr.txt  0.341
bc03_template_6.00_gyr.txt  0.433
bc03_template_0.30_gyr.txt  0.442
bc03_template_1.00_gyr.txt  0.425
bc03_template_0.30_gyr.txt  0.423
bc03_template_4.00_gyr.txt  0.344
bc03_template_0.30_gyr.txt  0.409
bc03_template_0.50_gyr.txt  0.346
bc03_template_0.10_gyr.txt  0.370
bc03_template_2.00_gyr.txt  0.430
bc03_template_0.30_gyr.txt  0.365
bc03_template_2.00_gyr.txt  0.392
bc03_template_0.50_gyr.txt  0.428
bc03_template_2.00_gyr.txt  0.438
bc03_template_0.50_gyr.txt  0.416
bc03_template_0.10_gyr.txt  0.419
bc03_template_4.00_gyr.txt  0.389
bc03_template_0.10_gyr.txt  0.407
bc03_template_0.30_gyr.txt  0.413
bc03_template_2.00_gyr.txt  0.428
bc03_template_0.50_gyr.txt  0.432
bc03_template_4.00_gyr.txt  0.398
bc03_template_4.00_gyr.txt  0.440
bc03_template_1.00_gyr.txt  0.383
bc03_template_2.00_gyr.txt  0.390
bc03_template_2.00_gyr.txt  0.411
bc03_template_2.00_gyr.txt  0.443
bc03_template_2.00_gyr.txt  0.405
bc03_template_6.00_gyr.txt  0.391
bc03_template_0.10_gyr.txt  0.413
bc03_template_4.00_gyr.txt  0.411
bc03_template_0.50_gyr.txt  0.378
bc03_template_4.00_gyr.txt  0.389
bc03_template_0.10_gyr.txt  0.377
bc03_template_2.00_gyr.txt  0.417
bc03_template_0.50_gyr.txt  0.420
bc03_template_6.00_gyr.txt  0.447
bc03_template_0.50_gyr.txt  0.412
bc03_template_2.00_gyr.txt  0.438
bc03_template_0.50_gyr.txt  0.398
bc03_template_0.50_gyr.txt  0.426
bc03_template_2.00_gyr.txt  0.393
bc03_template_0.50_gyr.txt  0.414
bc03_template_6.00_gyr.txt  0.435
bc03_template_4.00_gyr.txt  0.434
bc03_template_4.00_gyr.txt  0.405
bc03_template_0.30_gyr.txt  0.405
bc03_template_0.50_gyr.txt  0.444
bc03_template_2.00_gyr.txt  0.408
bc03_template_0.50_gyr.txt  0.399
bc03_template_0.50_gyr.txt  0.438
bc03_template_0.10_gyr.txt  0.448
bc03_template_6.00_gyr.txt  0.391
bc03_template_1.00_gyr.txt  0.482
bc03_template_1.00_gyr.txt  0.347
bc03_template_6.00_gyr.txt  0.413
bc03_template_0.10_gyr.txt  0.411
bc03_template_0.50_gyr.txt  0.398
bc03_template_2.00_gyr.txt  0.378
bc03_template_0.10_gyr.txt  0.381
bc03_template_0.10_gyr.txt  0.411
bc03_template_2.00_gyr.txt  0.404
bc03_template_2.00_gyr.txt  0.400
bc03_template_0.10_gyr.txt  0.380
bc03_template_0.10_gyr.txt  0.418
bc03_template_0.50_gyr.txt  0.417
bc03_template_0.30_gyr.txt  0.345
bc03_template_0.10_gyr.txt  0.389
bc03_template_1.00_gyr.txt  0.403
bc03_template_0.30_gyr.txt  0.387
bc03_template_0.30_gyr.txt  0.386
bc03_template_1.00_gyr.txt  0.363
bc03_template_0.10_gyr.txt  0.382
bc03_template_4.00_gyr.txt  0.365
bc03_template_6.00_gyr.txt  0.426
bc03_template_1.00_gyr.txt  0.332
bc03_template_4.00_gyr.txt  0.369
bc03_template_2.00_gyr.txt  0.332
bc03_template_6.00_gyr.txt  0.423
bc03_template_6.00_gyr.txt  0.369
bc03_template_2.00_gyr.txt  0.392
bc03_template_0.50_gyr.txt  0.415
bc03_template_6.00_gyr.txt  0.414
bc03_template_2.00_gyr.txt  0.416
bc03_template_6.00_gyr.txt  0.378
bc03_template_1.00_gyr.txt  0.443
bc03_template_0.30_gyr.txt  0.424
bc03_template_6.00_gyr.txt  0.363
bc03_template_2.00_gyr.txt  0.427
bc03_template_4.00_gyr.txt  0.432
bc03_template_4.00_gyr.txt  0.440
bc03_template_4.00_gyr.txt  0.401
bc03_template_4.00_gyr.txt  0.402
bc03_template_2.00_gyr.txt  0.444
bc03_template_0.50_gyr.txt  0.379
bc03_template_0.30_gyr.txt  0.384
bc03_template_0.30_gyr.txt  0.397
bc03_template_0.30_gyr.txt  0.398
bc03_template_2.00_gyr.txt  0.405
bc03_template_0.50_gyr.txt  0.401
bc03_template_6.00_gyr.txt  0.427
bc03_template_4.00_gyr.txt  0.392
bc03_template_0.50_gyr.txt  0.430
bc03_template_1.00_gyr.txt  0.396
bc03_template_0.50_gyr.txt  0.414
bc03_template_0.30_gyr.txt  0.418
bc03_template_6.00_gyr.txt  0.413
bc03_template_2.00_gyr.txt  0.410
bc03_template_2.00_gyr.txt  0.415
bc03_template_6.00_gyr.txt  0.427
bc03_template_0.50_gyr.txt  0.400
bc03_template_0.10_gyr.txt  0.427
bc03_template_1.00_gyr.txt  0.372
bc03_template_4.00_gyr.txt  0.398
bc03_template_0.30_gyr.txt  0.457
bc03_template_0.10_gyr.txt  0.425
bc03_template_6.00_gyr.txt  0.434
bc03_template_1.00_gyr.txt  0.417
bc03_template_0.10_gyr.txt  0.418
bc03_template_2.00_gyr.txt  0.358
bc03_template_0.30_gyr.txt  0.408
bc03_template_4.00_gyr.txt  0.434
bc03_template_6.00_gyr.txt  0.445
bc03_template_0.30_gyr.txt  0.376
bc03_template_4.00_gyr.txt  0.386
bc03_template_1.00_gyr.txt  0.376
bc03_template_0.50_gyr.txt  0.452
bc03_template_1.00_gyr.txt  0.384
bc03_template_4.00_gyr.txt  0.417
bc03_template_4.00_gyr.txt  0.440
bc03_template_0.10_gyr.txt  0.398
bc03_template_0.30_gyr.txt  0.402
bc03_template_6.00_gyr.txt  0.364
bc03_template_2.00_gyr.txt  0.380
bc03_template_2.00_gyr.txt  0.388
bc03_template_1.00_gyr.txt  0.435
bc03_template_6.00_gyr.txt  0.438
bc03_template_6.00_gyr.txt  0.429
bc03_template_2.00_gyr.txt  0.417
bc03_template_4.00_gyr.txt  0.384
bc03_template_0.10_gyr.txt  0.391
bc03_template_4.00_gyr.txt  0.392
bc03_template_0.10_gyr.txt  0.405
bc03_template_0.50_gyr.txt  0.393
bc03_template_1.00_gyr.txt  0.428
bc03_template_0.50_gyr.txt  0.359
bc03_template_0.10_gyr.txt  0.468
bc03_template_1.00_gyr.txt  0.410
bc03_template_4.00_gyr.txt  0.405
bc03_template_0.30_gyr.txt  0.428
bc03_template_1.00_gyr.txt  0.424
bc03_template_1.00_gyr.txt  0.388
bc03_template_2.00_gyr.txt  0.359
bc03_template_2.00_gyr.txt  0.391
bc03_template_0.10_gyr.txt  0.439
bc03_template_6.00_gyr.txt  0.408
bc03_template_6.00_gyr.txt  0.415
bc03_template_0.30_gyr.txt  0.458
bc03_template_1.00_gyr.txt  0.417
bc03_template_4.00_gyr.txt  0.434
bc03_template_0.10_gyr.txt  0.383
bc03_template_0.30_gyr.txt  0.394
bc03_template_6.00_gyr.txt  0.377
bc03_template_0.10_gyr.txt  0.440
bc03_template_0.30_gyr.txt  0.409
bc03_template_0.50_gyr.txt  0.430
bc03_template_4.00_gyr.txt  0.456
bc03_template_2.00_gyr.txt  0.390
bc03_template_2.00_gyr.txt  0.483
bc03_template_0.30_gyr.txt  0.416
bc03_template_0.10_gyr.txt  0.384
bc03_template_0.10_gyr.txt  0.374
bc03_template_2.00_gyr.txt  0.386
bc03_template_1.00_gyr.txt  0.389
bc03_template_0.50_gyr.txt  0.422
bc03_template_4.00_gyr.txt  0.404
bc03_template_6.00_gyr.txt  0.453
bc03_template_0.30_gyr.txt  0.391
bc03_template_0.10_gyr.txt  0.395
bc03_template_6.00_gyr.txt  0.421
bc03_template_0.30_gyr.txt  0.409
bc03_template_2.00_gyr.txt  0.387
bc03_template_0.50_gyr.txt  0.419
bc03_template_0.10_gyr.txt  0.405
bc03_template_0.50_gyr.txt  0.426
bc03_template_1.00_gyr.txt  0.455
bc03_template_6.00_gyr.txt  0.417
bc03_template_0.30_gyr.txt  0.398
bc03_template_1.00_gyr.txt  0.386
bc03_template_4.00_gyr.txt  0.393
bc03_template_4.00_gyr.txt  0.422
bc03_template_0.50_gyr.txt  0.339
bc03_template_0.50_gyr.txt  0.401
bc03_template_0.10_gyr.txt  0.376
bc03_template_0.30_gyr.txt  0.396
bc03_template_6.00_gyr.txt  0.445
bc03_template_4.00_gyr.txt  0.416
bc03_template_4.00_gyr.txt  0.382
bc03_template_6.00_gyr.txt  0.407
bc03_template_0.10_gyr.txt  0.356
bc03_template_4.00_gyr.txt  0.438
bc03_template_0.50_gyr.txt  0.448
bc03_template_0.10_gyr.txt  0.403
bc03_template_6.00_gyr.txt  0.429
bc03_template_2.00_gyr.txt  0.445
bc03_template_2.00_gyr.txt  0.410
bc03_template_2.00_gyr.txt  0.416
bc03_template_2.00_gyr.txt  0.390
bc03_template_0.30_gyr.txt  0.419
bc03_template_0.10_gyr.txt  0.404
bc03_template_0.10_gyr.txt  0.407
bc03_template_0.50_gyr.txt  0.374
bc03_template_0.30_gyr.txt  0.443
bc03_template_0.10_gyr.txt  0.425
bc03_template_6.00_gyr.txt  0.421
bc03_template_4.00_gyr.txt  0.419
bc03_template_0.10_gyr.txt  0.461
bc03_template_0.30_gyr.txt  0.429
bc03_template_4.00_gyr.txt  0.374
bc03_template_0.10_gyr.txt  0.434
bc03_template_0.30_gyr.txt  0.403
bc03_template_2.00_gyr.txt  0.444
bc03_template_0.50_gyr.txt  0.470
bc03_template_0.50_gyr.txt  0.419
bc03_template_2.00_gyr.txt  0.448
bc03_template_6.00_gyr.txt  0.468
bc03_template_0.30_gyr.txt  0.474
bc03_template_0.30_gyr.txt  0.456
bc03_template_2.00_gyr.txt  0.354
bc03_template_4.00_gyr.txt  0.386
bc03_template_0.30_gyr.txt  0.484
bc03_template_2.00_gyr.txt  0.435
bc03_template_2.00_gyr.txt  0.396
bc03_template_1.00_gyr.txt  0.449
bc03_template_0.30_gyr.txt  0.418
bc03_template_4.00_gyr.txt  0.426
bc03_template_0.30_gyr.txt  0.401
bc03_template_6.00_gyr.txt  0.402
bc03_template_1.00_gyr.txt  0.424
bc03_template_1.00_gyr.txt  0.466
bc03_template_1.00_gyr.txt  0.458
bc03_template_4.00_gyr.txt  0.440
bc03_template_4.00_gyr.txt  0.417
bc03_template_0.50_gyr.txt  0.423
bc03_template_1.00_gyr.txt  0.428
bc03_template_2.00_gyr.txt  0.420
bc03_template_1.00_gyr.txt  0.449
bc03_template_6.00_gyr.txt  0.352
bc03_template_0.10_gyr.txt  0.433
bc03_template_0.50_gyr.txt  0.463
bc03_template_1.00_gyr.txt  0.369
bc03_template_0.10_gyr.txt  0.410
bc03_template_1.00_gyr.txt  0.425
bc03_template_0.30_gyr.txt  0.416
bc03_template_0.10_gyr.txt  0.475
bc03_template_0.10_gyr.txt  0.418
bc03_template_6.00_gyr.txt  0.436
bc03_template_0.50_gyr.txt  0.438
bc03_template_6.00_gyr.txt  0.424
bc03_template_1.00_gyr.txt  0.375
bc03_template_1.00_gyr.txt  0.431
bc03_template_0.50_gyr.txt  0.421
bc03_template_0.30_gyr.txt  0.457
bc03_template_0.30_gyr.txt  0.471
bc03_template_1.00_gyr.txt  0.426
bc03_template_0.10_gyr.txt  0.435
bc03_template_1.00_gyr.txt  0.433
bc03_template_1.00_gyr.txt  0.441
bc03_template_6.00_gyr.txt  0.343
bc03_template_4.00_gyr.txt  0.405
bc03_template_0.10_gyr.txt  0.414
bc03_template_0.10_gyr.txt  0.459
bc03_template_6.00_gyr.txt  0.399
bc03_template_2.00_gyr.txt  0.380
bc03_template_0.10_gyr.txt  0.411
bc03_template_0.50_gyr.txt  0.443
bc03_template_4.00_gyr.txt  0.390
bc03_template_0.50_gyr.txt  0.415
bc03_template_2.00_gyr.txt  0.421
bc03_template_4.00_gyr.txt  0.444
bc03_template_6.00_gyr.txt  0.451
bc03_template_2.00_gyr.txt  0.376
bc03_template_6.00_gyr.txt  0.473
bc03_template_0.10_gyr.txt  0.468
bc03_template_0.30_gyr.txt  0.419
bc03_template_0.30_gyr.txt  0.391
bc03_template_4.00_gyr.txt  0.422
bc03_template_1.00_gyr.txt  0.422
bc03_template_1.00_gyr.txt  0.440
bc03_template_6.00_gyr.txt  0.397
bc03_template_0.50_gyr.txt  0.480
bc03_template_0.10_gyr.txt  0.438
bc03_template_0.30_gyr.txt  0.479
bc03_template_4.00_gyr.txt  0.396
bc03_template_2.00_gyr.txt  0.439
bc03_template_0.50_gyr.txt  0.391
bc03_template_0.30_gyr.txt  0.429
bc03_template_0.30_gyr.txt  0.410
bc03_template_0.30_gyr.txt  0.422
bc03_template_6.00_gyr.txt  0.430
bc03_template_2.00_gyr.txt  0.370
bc03_template_2.00_gyr.txt  0.442
bc03_template_1.00_gyr.txt  0.487
bc03_template_0.10_gyr.txt  0.419
bc03_template_0.30_gyr.txt  0.420
bc03_template_4.00_gyr.txt  0.457
bc03_template_1.00_gyr.txt  0.421
bc03_template_6.00_gyr.txt  0.426
bc03_template_0.30_gyr.txt  0.345
bc03_template_0.30_gyr.txt  0.404
bc03_template_2.00_gyr.txt  0.400
bc03_template_1.00_gyr.txt  0.435
bc03_template_0.30_gyr.txt  0.401
bc03_template_1.00_gyr.txt  0.455
bc03_template_1.00_gyr.txt  0.388
bc03_template_0.10_gyr.txt  0.424
bc03_template_0.50_gyr.txt  0.376
bc03_template_0.30_gyr.txt  0.400
bc03_template_0.50_gyr.txt  0.429
bc03_template_0.30_gyr.txt  0.408
bc03_template_4.00_gyr.txt  0.456
bc03_template_0.30_gyr.txt  0.393
bc03_template_6.00_gyr.txt  0.446
bc03_template_6.00_gyr.txt  0.423
bc03_template_2.00_gyr.txt  0.403
bc03_template_6.00_gyr.txt  0.438
bc03_template_6.00_gyr.txt  0.442
bc03_template_2.00_gyr.txt  0.446
bc03_template_0.30_gyr.txt  0.399
bc03_template_1.00_gyr.txt  0.447
bc03_template_6.00_gyr.txt  0.441
bc03_template_0.50_gyr.txt  0.438
bc03_template_0.30_gyr.txt  0.500
bc03_template_0.30_gyr.txt  0.437
bc03_template_1.00_gyr.txt  0.435
bc03_template_0.10_gyr.txt  0.459
bc03_template_4.00_gyr.txt  0.471
bc03_template_1.00_gyr.txt  0.429
bc03_template_6.00_gyr.txt  0.485
bc03_template_0.30_gyr.txt  0.390
bc03_template_1.00_gyr.txt  0.449
bc03_template_4.00_gyr.txt  0.386
bc03_template_6.00_gyr.txt  0.425
bc03_template_0.50_gyr.txt  0.436
bc03_template_0.50_gyr.txt  0.427
bc03_template_2.00_gyr.txt  0.448
bc03_template_6.00_gyr.txt  0.475
bc03_template_0.30_gyr.txt  0.406
bc03_template_1.00_gyr.txt  0.453
bc03_template_0.30_gyr.txt  0.360
bc03_template_6.00_gyr.txt  0.403
bc03_template_2.00_gyr.txt  0.397
bc03_template_0.30_gyr.txt  0.470
bc03_template_0.50_gyr.txt  0.467
bc03_template_0.50_gyr.txt  0.414
bc03_template_0.10_gyr.txt  0.446
bc03_template_0.10_gyr.txt  0.393
bc03_template_4.00_gyr.txt  0.443
bc03_template_2.00_gyr.txt  0.480
bc03_template_1.00_gyr.txt  0.438
bc03_template_2.00_gyr.txt  0.434
bc03_template_0.10_gyr.txt  0.416
bc03_template_0.30_gyr.txt  0.427
bc03_template_2.00_gyr.txt  0.417
bc03_template_0.50_gyr.txt  0.419
bc03_template_0.50_gyr.txt  0.453
bc03_template_0.30_gyr.txt  0.441
bc03_template_6.00_gyr.txt  0.448
bc03_template_0.30_gyr.txt  0.433
bc03_template_1.00_gyr.txt  0.454
bc03_template_4.00_gyr.txt  0.394
bc03_template_0.10_gyr.txt  0.466
bc03_template_6.00_gyr.txt  0.449
bc03_template_6.00_gyr.txt  0.399
bc03_template_1.00_gyr.txt  0.412
bc03_template_0.50_gyr.txt  0.449
bc03_template_6.00_gyr.txt  0.429
bc03_template_0.50_gyr.txt  0.419
bc03_template_6.00_gyr.txt  0.447
bc03_template_4.00_gyr.txt  0.396
bc03_template_0.10_gyr.txt  0.441
bc03_template_4.00_gyr.txt  0.429
bc03_template_4.00_gyr.txt  0.444
bc03_template_0.30_gyr.txt  0.416
bc03_template_0.10_gyr.txt  0.444
bc03_template_0.10_gyr.txt  0.427
bc03_template_0.30_gyr.txt  0.453
bc03_template_4.00_gyr.txt  0.375
bc03_template_0.10_gyr.txt  0.434
bc03_template_1.00_gyr.txt  0.440
bc03_template_4.00_gyr.txt  0.477
bc03_template_4.00_gyr.txt  0.406
bc03_template_1.00_gyr.txt  0.437
bc03_template_0.10_gyr.txt  0.427
bc03_template_0.50_gyr.txt  0.423
